H2_MQ2(ppm),LPG_MQ2(ppm),CO_MQ2(ppm),Alcohol_MQ2(ppm),Propane_MQ2(ppm),CH4_MQ4(ppm),Smoke_MQ4(ppm),Temperature(C),label
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.5,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.5,1,1
1.5,0.7,3.3,1.2,1,2.4,0.5,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.5,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.5,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.5,1,1
1.5,0.7,3.3,1.2,1,2.4,0.5,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.5,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.5,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.5,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.5,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.5,1,1
1.5,0.7,3.3,1.2,1,2.4,0.5,1,1
1.5,0.7,3.3,1.2,1,2.4,0.5,1,1
1.5,0.7,3.3,1.2,1,2.4,0.5,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.5,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.5,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.5,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.5,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.5,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.5,1,1
1.5,0.7,3.3,1.2,1,2.4,0.5,1,1
1.5,0.7,3.3,1.2,1,2.4,0.5,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.5,1,1
1.5,0.7,3.3,1.2,1,2.4,0.5,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,1
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.5,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.5,1,0
1.5,0.7,3.3,1.2,1,2.4,0.5,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.5,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.5,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.5,1,0
1.5,0.7,3.3,1.2,1,2.4,0.5,1,0
1.5,0.7,3.3,1.2,1,2.4,0.5,1,0
1.5,0.7,3.3,1.2,1,2.4,0.5,1,0
1.5,0.7,3.3,1.2,1,2.4,0.5,1,0
1.5,0.7,3.3,1.2,1,2.4,0.5,1,0
1.5,0.7,3.3,1.2,1,2.4,0.5,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.5,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.5,1,0
1.5,0.7,3.3,1.2,1,2.4,0.5,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.3,1.2,1,2.4,0.4,1,0
1.5,0.7,3.4,1.2,1,2.4,0.4,1,1
1.5,0.7,3.4,1.2,1,2.4,0.4,1,1
1.5,0.7,3.4,1.2,1,2.4,0.5,1,1
1.5,0.7,3.4,1.2,1,2.4,0.5,1,1
1.5,0.7,3.4,1.2,1,2.4,0.5,1,1
1.5,0.7,3.4,1.2,1,2.4,0.5,1,1
1.5,0.7,3.4,1.2,1,2.4,0.5,1,1
1.5,0.7,3.4,1.2,1,2.4,0.5,1,1
1.5,0.7,3.4,1.2,1,2.4,0.5,1,1
1.5,0.7,3.4,1.2,1,2.4,0.5,1,1
1.5,0.7,3.4,1.2,1,2.4,0.5,1,1
1.5,0.7,3.4,1.2,1,2.4,0.5,1,1
1.5,0.7,3.4,1.2,1,2.4,0.5,1,0
1.5,0.7,3.4,1.2,1,2.4,0.4,1,0
1.5,0.7,3.4,1.2,1,2.4,0.4,1,0
1.5,0.7,3.4,1.2,1,2.4,0.5,1,0
1.5,0.7,3.4,1.2,1,2.4,0.4,1,0
1.5,0.8,3.4,1.2,1,2.4,0.4,1,1
1.5,0.8,3.4,1.2,1,2.4,0.5,1,1
1.5,0.8,3.4,1.2,1,2.4,0.5,1,1
1.5,0.8,3.4,1.2,1,2.4,0.5,1,1
1.5,0.8,3.4,1.2,1,2.4,0.5,1,1
1.5,0.8,3.4,1.2,1,2.4,0.5,1,1
1.5,0.8,3.4,1.2,1,2.4,0.5,1,1
1.5,0.8,3.4,1.2,1,2.4,0.5,1,1
1.5,0.8,3.4,1.2,1,2.4,0.4,1,1
1.5,0.8,3.4,1.2,1,2.4,0.5,1,1
1.5,0.8,3.4,1.2,1,2.4,0.5,1,1
1.5,0.8,3.4,1.2,1,2.4,0.5,1,1
1.5,0.8,3.4,1.2,1,2.4,0.4,1,1
1.5,0.8,3.4,1.2,1,2.4,0.5,1,1
1.5,0.8,3.4,1.2,1,2.4,0.5,1,1
1.5,0.8,3.4,1.2,1,2.4,0.5,1,1
1.6,0.8,3.4,1.2,1,2.4,0.4,1,1
1.6,0.8,3.4,1.2,1,2.4,0.4,1,1
1.6,0.8,3.4,1.2,1,2.4,0.4,1,1
1.6,0.8,3.4,1.2,1,2.4,0.4,1,1
1.6,0.8,3.4,1.2,1,2.4,0.4,1,1
1.6,0.8,3.4,1.2,1,2.4,0.4,1,1
1.6,0.8,3.4,1.2,1,2.4,0.4,1,1
1.6,0.8,3.4,1.2,1,2.4,0.4,1,1
1.6,0.8,3.4,1.2,1,2.4,0.5,1,1
1.6,0.8,3.4,1.2,1,2.4,0.5,1,1
1.6,0.8,3.4,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.5,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
1.6,0.8,3.5,1.2,1,2.4,0.4,1,1
